Station Vel_N(mm/yr) Vel_E(mm/yr) Vel_U(mm/yr) Dur_N Dur_E Dur_U Vel_N_midas(mm/yr) Vel_E_midas(mm/yr) Vel_U_midas(mm/yr) Latitude(deg) Longitude(deg) Height(m) diff_N(mm/yr) diff_E(mm/yr) diff_U(mm/yr)
BIRZ 13.6 20.8 0.2 10.64 10.42 17.65 13.6 20.8 0.5 56.201 -335.242 101.9 0.0 0.0 -0.3
BIS5 -6.3 -16.1 2.5 12.85 12.86 11.88 -8.1 -16.2 1.4 56.854 -135.539 66.8 1.8 0.1 1.1
BIS6 -10.1 -16.9 2.8 7.44 7.45 11.98 -9.0 -16.7 2.2 56.854 -135.540 66.6 -1.1 -0.2 0.6
BISK 14.4 20.6 0.3 15.79 15.79 15.79 14.6 20.7 0.1 50.257 -342.571 950.9 -0.2 -0.1 0.2
BISO 18.3 15.5 0.1 14.86 14.86 14.86 18.3 15.4 -0.1 -32.864 -332.571 593.7 0.0 0.1 0.2
BITI -4.5 0.0 16.0 4.24 4.67 4.13 9.8 17.6 7.4 1.079 -262.189 -7.5 -14.3 -17.6 8.6
BIWI 15.8 20.1 -1.0 14.62 14.55 13.59 15.7 19.7 -0.5 48.709 -352.342 237.1 0.1 0.4 -0.5
BJAB 18.9 22.5 -1.1 9.89 9.89 9.89 18.8 22.5 -1.3 7.182 -357.999 243.8 0.1 -0.0 0.2
BJCO 18.5 22.0 -0.7 10.97 10.97 10.97 18.5 22.2 -0.9 6.385 -357.550 30.7 -0.0 -0.2 0.2
BJCT 56.5 24.1 6.0 6.00 6.78 8.30 54.2 25.1 7.8 -30.102 -211.036 198.1 2.3 -1.0 -1.8
BJFS -10.9 31.2 0.5 14.36 14.40 22.32 -11.2 31.2 1.4 39.609 -244.108 87.5 0.3 0.0 -0.9
BJKA 18.4 21.3 -0.7 10.82 10.83 10.82 18.4 21.5 -0.7 11.125 -357.072 317.2 0.0 -0.2 0.0
BJNA 19.1 21.4 -0.0 10.63 10.63 10.63 18.9 21.6 -0.3 10.253 -358.619 417.0 0.2 -0.2 0.3
BJNI 18.4 21.6 0.6 10.65 10.65 10.65 18.4 21.7 0.5 9.951 -356.796 411.0 -0.0 -0.1 0.1
BJNM -11.8 29.8 0.9 9.70 9.27 9.70 -11.6 29.8 1.0 40.245 -243.776 109.1 -0.2 -0.0 -0.1
BJPA 18.7 22.1 0.2 10.83 10.81 10.82 18.5 22.3 -0.3 9.358 -357.374 423.9 0.2 -0.2 0.5
BJSA 18.4 22.2 -0.6 6.78 10.71 10.83 18.6 22.4 -1.0 7.928 -358.007 163.5 -0.2 -0.2 0.4
BKAP -8.9 -15.8 0.1 12.18 9.48 24.71 -8.7 -15.6 0.9 35.287 -116.080 252.0 -0.2 -0.2 -0.8
BKFP 19.0 21.9 -1.4 5.95 5.95 5.95 19.1 22.1 -0.8 12.469 -355.771 250.0 -0.1 -0.2 -0.6
BKLY 3.1 -14.6 -0.5 4.70 5.43 4.66 2.8 -14.4 -0.8 37.798 -81.152 691.3 0.3 -0.2 0.3
BKMS 20.2 -38.3 -0.4 9.06 11.27 26.66 17.8 -39.7 -0.8 33.962 -118.095 11.0 2.4 1.4 0.4
BKNL 58.0 24.2 -0.6 13.93 13.93 13.93 58.0 24.1 -0.3 -31.996 -218.530 307.4 0.0 0.1 -0.3
BKR1 3.0 -25.8 -17.6 10.11 12.45 6.15 1.3 -25.5 -24.0 35.132 -119.109 56.8 1.7 -0.3 6.4
BKR2 2.7 -26.3 -17.2 11.10 12.45 6.11 1.6 -26.0 -22.6 35.133 -119.109 56.7 1.1 -0.3 5.4
BKS1 8.7 -15.1 -1.6 6.49 10.10 10.10 8.7 -15.1 -1.4 44.562 -63.732 52.3 -0.0 -0.0 -0.2
BKVL 2.4 -11.9 -0.6 22.05 5.43 10.37 2.2 -11.8 -1.0 28.474 -82.454 -6.6 0.2 -0.1 0.4
BL01 16.6 20.8 1.2 6.41 6.41 6.41 16.5 20.3 0.5 46.137 -347.797 453.7 0.1 0.5 0.7
BLA1 3.4 -14.4 -0.9 13.52 10.37 13.52 3.2 -14.4 -0.9 37.211 -80.421 605.7 0.2 0.0 -0.0
BLAB -8.7 -18.3 -4.1 4.91 4.91 4.91 -6.8 -17.5 -4.0 48.266 -94.719 336.5 -1.9 -0.8 -0.1
BLAP 15.9 15.5 -0.2 13.45 16.41 13.80 15.9 15.6 -0.2 53.777 -3.035 66.0 -0.0 -0.1 0.0
BLAS 20.6 -11.9 7.6 17.06 9.31 17.06 20.6 -12.1 8.0 79.539 -22.975 484.1 0.0 0.2 -0.4
BLBP 30.0 -58.8 -4.9 18.51 13.97 13.69 30.2 -59.5 -4.3 19.355 -155.711 2664.2 -0.2 0.7 -0.6
BLCK 55.2 20.2 -1.2 11.78 11.78 11.62 55.0 20.4 -0.9 -31.654 -209.755 419.8 0.2 -0.2 -0.3
BLCL -11.2 -14.8 6.0 10.45 10.45 10.45 -11.1 -14.7 5.5 52.388 -126.589 24.8 -0.1 -0.1 0.5
BLER 16.1 17.8 -2.4 10.18 16.64 10.19 16.3 17.7 -0.7 50.959 -358.175 57.3 -0.2 0.1 -1.7
BLFT 15.9 19.1 1.2 11.60 11.60 11.60 15.8 19.5 -0.7 47.626 -353.141 416.5 0.1 -0.4 1.9
BLG2 16.1 19.7 -0.7 11.93 11.93 16.19 16.1 19.4 -0.8 46.172 -354.426 544.7 -0.0 0.3 0.1
BLGL 56.8 21.4 -1.9 7.18 7.18 7.18 56.7 22.3 -2.0 -33.867 -215.114 108.6 0.1 -0.9 0.1
BLGN 20.4 21.4 -3.7 10.41 14.53 14.53 19.3 21.6 -4.7 44.511 -348.649 93.8 1.1 -0.2 1.0
BLGU 16.2 19.2 -0.2 8.73 8.73 8.73 16.2 19.3 0.2 42.958 -0.801 1649.2 -0.0 -0.1 -0.4
BLIG 16.0 17.3 -0.1 11.48 11.48 11.48 15.7 17.0 -0.3 51.695 -357.183 90.4 0.3 0.3 0.2
BLIJ 15.6 18.9 -0.7 4.86 4.86 4.86 15.5 18.8 -0.7 53.096 -352.945 43.9 0.1 0.1 0.0
BLIX 15.8 20.3 0.1 16.35 16.35 16.35 15.9 20.2 -0.2 43.874 -353.633 1077.1 -0.1 0.1 0.3
BLKT 54.5 18.3 -1.3 9.42 9.42 9.42 54.5 18.3 -1.2 -33.772 -209.091 120.8 -0.0 0.0 -0.1
BLKV 3.2 -13.6 -1.2 17.63 17.63 17.63 3.1 -14.0 -0.5 37.206 -80.415 606.5 0.1 0.4 -0.7
BLLM 16.0 17.8 -1.2 19.50 22.69 17.88 15.9 17.9 -0.8 53.442 -354.312 54.5 0.1 -0.1 -0.4
BLMM -0.5 -14.4 -0.6 12.01 12.08 12.08 -0.3 -14.5 -1.4 36.880 -89.973 100.6 -0.2 0.1 0.8
BLMT 57.5 38.1 -0.5 6.88 6.27 6.29 57.3 38.1 -0.4 -31.947 -244.075 -15.2 0.2 0.0 -0.1
BLN1 -6.0 -13.4 0.9 5.54 5.54 5.54 -6.0 -13.3 0.5 34.660 -106.792 1467.9 -0.0 -0.1 0.4
BLOM -0.1 -15.5 -1.8 12.52 12.52 7.43 -0.2 -15.5 -1.4 40.496 -89.000 204.9 0.1 0.0 -0.4
BLON 22.1 -12.1 3.0 4.88 4.88 4.88 21.9 -12.4 2.9 65.405 -19.829 482.8 0.2 0.3 0.1
BLOW -15.0 25.9 5.4 5.42 6.11 4.03 -5.4 18.8 4.5 24.172 -238.429 375.4 -9.6 7.1 0.9
BLRA 17.3 21.1 17.8 6.37 6.37 6.37 17.6 21.7 2.8 41.810 -346.440 419.5 -0.3 -0.6 15.0
BLRN 57.3 20.7 -1.1 13.31 13.31 13.31 57.4 21.0 -0.8 -34.646 -216.433 77.5 -0.1 -0.3 -0.3
BLRW -1.0 -15.7 -2.9 11.11 4.62 11.12 -1.0 -15.8 -2.7 43.230 -90.531 190.7 0.0 0.1 -0.2
BLSA 16.6 -38.7 -1.1 20.00 12.64 10.19 16.8 -39.0 -2.1 33.800 -118.029 -23.2 -0.2 0.3 1.0
BLUF 31.2 -29.9 -1.1 16.07 13.87 14.69 31.2 -29.8 -0.9 -46.585 -191.708 124.6 -0.0 -0.1 -0.2
BLVR 16.4 19.9 0.7 10.78 10.78 10.78 16.4 19.7 0.9 47.323 -353.389 714.5 0.0 0.2 -0.2
BLW2 -7.3 -15.3 -1.0 21.89 21.96 21.95 -7.2 -15.1 -0.8 42.767 -109.558 2215.6 -0.1 -0.2 -0.2
BLWB -7.2 -17.0 0.8 4.84 4.84 4.84 -3.8 -16.9 5.9 48.263 -94.709 337.0 -3.4 -0.1 -5.1
BLY1 -7.2 -16.0 -1.2 14.12 14.12 14.12 -7.3 -16.0 -0.1 42.407 -121.049 1313.4 0.1 0.0 -1.1
BLYN -8.6 -9.4 -4.3 13.56 13.55 13.56 -8.4 -8.8 -1.5 48.016 -122.928 613.3 -0.2 -0.6 -2.8
BLYT -8.0 -14.4 0.3 10.46 26.66 20.39 -8.2 -14.4 0.4 33.610 -114.715 85.9 0.2 0.0 -0.1
BMAN 58.3 26.6 -0.2 11.31 9.53 11.31 58.2 26.3 -0.3 -31.106 -221.293 616.6 0.1 0.3 0.1
BMCL 33.0 35.7 -2.2 9.28 9.28 9.28 33.6 35.9 1.7 28.656 -278.286 2240.8 -0.6 -0.2 -3.9
BMCP -11.8 -13.3 28.4 9.69 9.69 9.69 -11.3 -13.3 30.5 58.783 -136.480 20.4 -0.5 -0.0 -2.1
BMHG 16.7 17.0 -0.2 10.47 18.44 18.44 16.8 17.0 -0.8 49.659 -1.830 231.2 -0.1 -0.0 0.6
BMHL -6.1 -15.3 0.2 11.93 25.70 10.65 -6.1 -15.5 0.6 34.251 -116.053 722.6 -0.0 0.2 -0.4
BMNT 16.3 19.7 -0.1 10.34 10.34 10.34 16.3 19.6 -0.1 43.877 -359.023 166.6 0.0 0.1 0.0
BMPD 8.9 -12.6 -0.8 9.24 9.24 9.24 8.8 -12.4 -1.0 32.307 -64.768 16.2 0.1 -0.2 0.2
BMRY 9.5 -26.9 -0.3 10.48 10.47 5.45 9.2 -27.1 0.0 33.963 -116.985 787.3 0.3 0.2 -0.3
BMSH 55.4 19.4 -0.8 7.90 12.66 4.79 56.8 19.7 -0.7 -37.677 -215.558 112.4 -1.4 -0.3 -0.1
BN02 20.7 31.6 3.3 8.84 13.66 13.34 20.1 31.5 3.0 -23.668 -70.405 55.1 0.6 0.1 0.3
BN03 20.4 20.9 -1.5 4.84 9.22 7.58 18.7 21.0 -1.5 -27.369 -70.332 417.8 1.7 -0.1 -0.0
BN05 21.6 23.0 -4.0 7.27 7.28 7.33 21.1 22.1 -4.1 -33.043 -71.624 94.4 0.5 0.9 0.1
BN06 13.5 -2.0 9.7 13.66 7.51 12.61 13.4 -6.8 8.7 -34.171 -70.740 539.6 0.1 4.8 1.0
BN07 16.8 -9.0 11.1 7.83 6.90 12.39 17.5 -11.2 10.5 -35.427 -71.665 132.4 -0.7 2.2 0.6
BN08 19.2 15.4 -6.8 9.03 4.75 9.03 19.1 10.9 -6.7 -36.827 -73.049 54.0 0.1 4.5 -0.1
BN11 10.8 2.4 2.4 8.50 13.66 13.33 9.6 2.6 1.5 -45.572 -72.069 308.2 1.2 -0.2 0.9
BN12 12.0 4.9 0.2 13.40 13.66 13.66 11.9 5.0 0.2 -53.160 -70.913 42.4 0.1 -0.1 -0.0
BN13 13.1 10.5 6.2 8.83 7.20 13.42 12.8 7.7 5.7 -33.443 -70.646 616.8 0.3 2.8 0.5
BN15 11.8 11.3 2.3 10.36 8.46 10.36 12.8 11.8 1.7 -18.479 -70.321 60.2 -1.0 -0.5 0.6
BN16 14.2 2.4 6.7 5.69 5.69 5.69 14.7 2.0 6.1 -36.609 -72.095 146.7 -0.5 0.4 0.6
BN17 18.3 -4.2 -2.9 8.95 8.66 8.95 19.0 8.3 -1.0 -30.604 -71.202 257.5 -0.7 -12.5 -1.9
BN20 14.2 13.6 6.3 6.81 6.80 13.59 14.4 14.0 7.0 -42.482 -73.765 71.6 -0.2 -0.4 -0.7
BN89 14.8 6.8 13.0 9.51 5.43 7.24 14.4 3.1 11.9 -38.739 -72.590 169.0 0.4 3.7 1.1
BNAB -13.3 -15.6 1.4 8.67 6.15 8.66 -13.7 -16.1 0.8 53.493 -130.637 8.5 0.4 0.5 0.6
BNAF 16.9 17.5 -0.6 14.61 14.61 14.61 16.8 17.5 -0.5 37.232 -8.127 333.1 0.1 -0.0 -0.1
BNDC 55.6 17.3 -1.0 12.65 12.65 5.33 55.3 17.3 -0.1 -37.147 -211.115 848.1 0.3 -0.0 -0.9
BNDM -8.2 -13.0 -1.0 9.30 9.30 9.30 -8.1 -12.8 -1.3 44.089 -121.308 1070.3 -0.1 -0.2 0.3
BNDY 54.0 24.0 -0.6 17.96 17.96 17.96 53.9 24.0 -0.6 -24.908 -207.679 80.0 0.1 -0.0 0.0
BNET 31.4 -26.4 2.7 14.35 7.34 14.36 31.7 -25.6 2.6 -43.862 -189.810 757.8 -0.3 -0.8 0.1
BNFY 1.0 -12.5 -0.5 10.46 8.54 8.54 1.2 -12.5 -1.3 30.848 -85.604 -0.6 -0.2 0.0 0.8
BNGA 14.0 2.9 0.8 8.68 8.68 8.68 13.8 2.2 -1.5 7.105 -73.124 959.5 0.2 0.7 2.3
BNLA 56.3 19.7 -5.1 12.65 12.65 5.72 56.5 19.9 -1.2 -36.544 -213.994 187.4 -0.2 -0.2 -3.9
BNOA -3.8 28.2 -0.1 7.06 5.71 6.05 -4.6 28.2 -1.3 -8.746 -244.790 39.0 0.8 0.0 1.2
BNON 21.0 35.8 -12.3 7.28 7.28 6.68 20.2 36.0 -14.0 2.521 -263.849 8.2 0.8 -0.2 1.7
BNSL 17.3 -38.7 -0.5 5.62 5.62 5.62 17.2 -38.6 -1.0 33.258 -117.236 37.5 0.1 -0.1 0.5
BOAV 11.8 -4.4 -0.7 17.96 17.96 17.96 11.9 -4.6 -0.3 2.845 -60.701 69.5 -0.1 0.2 -0.4
BOBB 16.5 20.8 0.5 11.10 11.10 8.49 16.4 20.8 0.1 44.771 -350.617 370.6 0.1 -0.0 0.4
BOC1 3.1 -10.5 0.3 8.16 8.16 7.39 3.3 -10.5 0.6 26.381 -80.109 -20.9 -0.2 -0.0 -0.3
BOCH 16.8 22.6 -1.0 8.19 8.19 8.19 16.8 22.5 -1.5 49.968 -339.594 329.8 -0.0 0.1 0.5
BOCN 16.2 20.6 -0.2 6.85 6.85 6.85 16.6 20.7 0.0 45.600 -348.966 910.2 -0.4 -0.1 -0.2
BOGA 21.9 -5.0 -51.2 13.23 9.83 13.19 20.5 -4.2 -45.2 4.639 -74.080 2610.2 1.4 -0.8 -6.0
BOGE 14.4 20.9 -0.2 6.38 6.38 6.38 14.2 20.6 -0.2 52.475 -338.965 142.3 0.2 0.3 0.0
BOGI 14.5 20.8 -0.2 13.45 23.74 23.14 14.4 20.9 0.7 52.475 -338.965 139.9 0.1 -0.1 -0.9
BOGO 14.3 20.7 -0.4 26.62 26.62 26.62 14.5 20.8 -0.2 52.476 -338.965 149.6 -0.2 -0.1 -0.2
BOGT 14.7 0.1 -42.5 20.05 10.32 12.86 14.5 -0.2 -26.1 4.640 -74.081 2576.3 0.2 0.3 -16.4
BOGU 16.3 18.1 -0.8 8.73 8.72 8.73 16.2 18.0 -1.1 49.476 -358.887 220.6 0.1 0.1 0.3
BOIS 16.7 18.2 0.2 7.64 9.99 17.67 16.5 18.1 -0.4 49.094 -357.957 163.8 0.2 0.1 0.6
BOLC 57.2 21.2 -1.1 5.69 5.54 6.92 57.6 20.9 -1.8 -37.712 -217.159 220.0 -0.4 0.3 0.7
BOLE 15.0 20.2 0.8 10.55 10.55 10.55 14.9 20.0 0.8 51.256 -344.442 261.9 0.1 0.2 -0.0
BOLG 19.1 22.3 -1.0 7.31 20.95 8.89 18.9 22.0 -1.4 44.500 -348.643 99.6 0.2 0.3 0.4
BOLO 19.0 21.5 -0.7 6.02 9.06 9.06 18.9 21.3 -0.5 44.488 -348.671 140.1 0.1 0.2 -0.2
BOLU 12.9 12.2 1.8 6.79 6.79 6.79 13.0 12.1 1.4 40.734 -328.398 789.3 -0.1 0.1 0.4
BOM2 -11.1 10.3 0.3 9.78 9.78 9.78 -11.2 11.0 1.3 -77.509 -192.560 1962.1 0.1 -0.7 -1.0
BOMB 55.2 17.3 -1.4 12.53 12.53 11.48 55.1 17.3 -1.6 -36.912 -210.763 723.1 0.1 0.0 0.2
BOMG -4.8 -20.6 1.1 16.56 7.37 16.56 -5.0 -19.9 1.9 33.365 -115.730 -84.2 0.2 -0.7 -0.8
BOMJ 11.7 -5.0 1.5 8.42 8.43 11.95 12.4 -5.3 0.4 -13.256 -43.422 419.4 -0.7 0.3 1.1
BON2 16.8 14.7 -10.2 8.83 7.97 9.28 20.6 11.4 -7.8 9.765 -85.203 28.3 -3.8 3.3 -2.4
BONE 56.7 18.6 -0.7 7.65 7.65 5.31 56.6 18.5 -1.5 -38.410 -215.118 17.6 0.1 0.1 0.8
BONN 16.2 18.8 -0.2 15.66 15.67 15.75 16.1 18.7 -0.2 50.676 -352.841 128.5 0.1 0.1 0.0
BOOL 59.9 22.3 -5.0 12.29 12.29 6.97 64.5 19.4 -6.3 -36.340 -217.332 129.3 -4.6 2.9 1.3
BOOR 54.2 18.9 -0.6 9.72 9.72 9.72 54.2 18.9 -0.5 -34.438 -211.298 519.5 -0.0 -0.0 -0.1
BOR1 14.7 20.1 -0.2 17.85 16.64 26.64 14.7 20.2 -0.5 52.277 -342.927 124.4 0.0 -0.1 0.3
BOR2 17.0 21.8 -1.2 9.06 9.06 9.06 17.1 21.7 -0.7 44.306 -349.304 1023.4 -0.1 0.1 -0.5
BOR3 16.3 17.1 -3.0 7.26 7.26 7.26 16.3 17.2 -2.7 53.289 -352.984 42.7 0.0 -0.1 -0.3
BOR5 -9.4 -11.5 -0.6 8.99 11.17 7.91 7.5 7.0 -1.4 -21.246 -304.293 2579.1 -16.9 -18.5 0.8
BOR8 16.1 17.7 -0.9 5.76 5.76 5.76 15.9 17.7 -1.2 51.700 -356.943 89.1 0.2 0.0 0.3
BORA 55.0 20.1 -0.9 10.42 10.42 10.42 55.0 20.1 -0.7 -31.512 -209.359 390.9 0.0 -0.0 -0.2
BORB 16.7 19.0 -0.6 13.23 16.59 16.59 16.6 19.1 -0.3 38.810 -7.463 496.0 0.1 -0.1 -0.3
BORC 16.2 20.7 0.9 14.55 14.55 14.55 16.2 20.7 0.8 46.437 -347.782 989.1 -0.0 -0.0 0.1
BORJ 15.6 17.8 -1.9 12.91 20.19 20.20 15.6 17.6 -1.2 53.579 -353.334 53.0 -0.0 0.2 -0.7
BORK 15.3 17.7 -1.3 18.18 18.17 18.14 15.5 17.8 -1.2 53.564 -353.253 54.4 -0.2 -0.1 -0.1
BORM 16.4 20.3 2.2 6.35 6.35 6.35 16.0 20.1 2.2 46.468 -349.636 1263.4 0.4 0.2 -0.0
BORO 1.0 -16.2 -2.0 8.33 8.31 9.78 1.3 -16.2 -2.4 41.740 -77.277 446.0 -0.3 0.0 0.4
BORR 16.3 20.1 -0.7 19.91 20.11 20.11 16.2 20.3 -0.7 39.905 -0.083 72.9 0.1 -0.2 0.0
BORS 14.2 22.8 -0.2 9.03 9.03 9.03 14.0 22.5 -0.4 47.090 -338.214 146.8 0.2 0.3 0.2
BORT 58.3 20.9 -2.0 12.58 12.64 5.30 57.4 21.0 -2.5 -36.136 -216.277 113.8 0.9 -0.1 0.5
BOSQ -3.2 -13.1 -1.2 7.03 6.98 11.04 -3.0 -13.1 -1.1 31.923 -97.657 213.8 -0.2 -0.0 -0.1
BOSS 15.7 18.8 -0.7 10.43 12.64 12.64 15.7 18.8 -0.7 44.716 -359.346 226.4 0.0 -0.0 -0.0
BOTI 16.6 18.0 -0.4 11.08 11.07 11.10 16.7 18.0 -0.4 41.693 -7.658 585.6 -0.1 0.0 -0.0
BOU1 14.2 11.6 -5.1 11.91 11.91 9.31 14.4 12.0 -5.1 16.132 -61.770 -27.0 -0.2 -0.4 -0.0
BOUG 16.6 18.2 -0.7 11.83 11.83 11.83 16.5 18.1 -0.7 47.166 -1.641 118.1 0.1 0.1 0.0
BOUS 16.3 19.1 0.0 16.63 15.01 16.63 16.1 19.0 0.1 46.288 -357.764 558.5 0.2 0.1 -0.1
BOV2 18.1 25.1 -0.4 7.16 8.79 7.15 18.3 25.3 -1.2 38.144 -343.833 58.3 -0.2 -0.2 0.8
BOV3 2.8 -16.2 0.7 5.49 5.49 5.49 2.8 -16.2 0.6 43.903 -78.665 58.5 0.0 -0.0 0.1
BOVE 16.4 18.0 -1.0 10.47 10.47 10.47 16.3 18.0 -1.1 49.430 -357.881 136.9 0.1 0.0 0.1
BOVL 3.1 -16.3 -0.2 6.46 6.46 6.46 3.1 -16.3 -0.1 43.903 -78.666 58.9 -0.0 -0.0 -0.1
BOWM 2.5 -16.4 -0.3 6.75 5.72 6.75 2.7 -16.3 0.4 43.903 -78.666 58.0 -0.2 -0.1 -0.7
BOXM 16.2 18.1 0.3 10.07 10.04 19.98 16.1 18.2 -0.5 51.640 -354.017 69.8 0.1 -0.1 0.8
BOYT 12.2 23.0 -0.7 6.79 6.79 6.79 12.7 22.8 -0.5 41.461 -325.203 404.7 -0.5 0.2 -0.2
BPAN 11.5 17.1 -0.8 8.10 11.83 11.83 11.4 17.5 -0.9 -20.982 -304.357 151.9 0.1 -0.4 0.1
BPDL 14.1 21.2 0.0 17.39 17.39 17.39 14.0 21.4 -0.2 52.035 -336.873 196.4 0.1 -0.2 0.2
BPEB -8.5 -8.7 3.1 5.33 5.34 5.34 -8.9 -9.1 2.2 50.157 -127.772 710.9 0.4 0.4 0.9
BPKT -9.1 -12.5 -1.4 13.30 13.30 13.30 -9.2 -12.3 -1.1 46.883 -120.327 564.5 0.1 -0.2 -0.3
BPTK 16.8 14.4 0.4 5.83 5.83 5.83 16.8 14.6 0.5 55.181 -6.155 213.1 0.0 -0.2 -0.1
BQLA 14.4 8.1 0.2 5.60 5.60 5.60 14.2 8.6 0.1 11.020 -74.850 47.5 0.2 -0.5 0.1
BRA0 -5.3 -17.0 0.4 5.12 5.12 5.12 -5.4 -17.1 -1.2 49.843 -99.951 375.7 0.1 0.1 1.6
BRA3 -5.4 -17.3 1.1 4.62 4.62 4.26 -5.3 -17.4 3.1 49.882 -99.961 387.5 -0.1 0.1 -2.0
BRAC 2.3 -16.8 0.8 12.22 12.22 12.22 2.4 -16.7 1.0 45.053 -79.299 249.1 -0.1 -0.1 -0.2
BRAD -7.6 -18.9 -1.3 14.33 14.33 14.33 -7.5 -19.0 -1.3 39.777 -119.051 1325.7 -0.1 0.1 0.0
BRAE 16.8 14.6 1.1 19.84 19.84 19.84 16.8 14.5 1.1 57.007 -3.396 400.9 -0.0 0.1 -0.0
BRAG 17.0 17.6 -0.9 7.96 7.96 7.96 17.1 17.4 -1.1 41.553 -8.429 250.6 -0.1 0.2 0.2
BRAI 12.1 24.0 -1.7 8.11 8.08 8.79 12.1 24.0 -1.9 45.268 -332.027 68.3 0.0 0.0 0.2
BRAN 13.9 -37.7 0.0 20.59 26.66 12.63 13.9 -37.2 0.2 34.185 -118.277 246.2 -0.0 -0.5 -0.2
BRAS 17.1 21.5 0.4 25.26 25.26 25.26 16.9 21.6 0.5 44.122 -348.887 901.2 0.2 -0.1 -0.1
BRAW -3.9 -18.2 -6.9 6.44 6.48 6.54 -3.9 -18.2 -4.1 32.978 -115.522 -65.0 -0.0 0.0 -2.8
BRAZ 12.5 -4.2 0.1 14.39 13.78 26.66 12.3 -4.0 -0.6 -15.947 -47.878 1106.0 0.2 -0.2 0.7
BRBA 54.7 20.9 -0.8 14.57 14.57 14.57 54.8 20.6 -0.9 -30.380 -209.393 537.1 -0.1 0.3 0.1
BRBG 2.0 -16.8 0.3 11.96 11.96 11.96 2.0 -16.6 0.5 45.016 -79.309 221.6 -0.0 -0.2 -0.2
BRBZ 16.1 20.8 1.0 16.59 17.65 17.65 16.1 20.7 1.2 46.797 -348.059 903.8 -0.0 0.1 -0.2
BRC1 14.6 20.7 0.5 10.20 10.20 10.20 14.4 20.8 -0.1 54.222 -338.647 107.2 0.2 -0.1 0.6
BRCE -0.8 -17.0 -3.0 12.41 12.41 12.41 -1.2 -16.9 -3.4 45.462 -91.256 302.6 0.4 -0.1 0.4
BRCH 1.2 -16.0 -1.4 21.17 12.89 21.17 1.2 -16.1 -1.5 43.251 -83.867 160.0 -0.0 0.1 0.1
BRCT 15.8 17.3 -0.5 6.02 20.10 22.32 15.5 17.7 -0.6 51.353 -355.372 78.0 0.3 -0.4 0.1
BRD1 -9.5 -25.7 -0.1 4.19 5.11 5.13 -10.2 -20.7 -0.4 39.809 -119.003 1247.4 0.7 -5.0 0.3
BRD2 16.0 17.7 -0.5 16.34 16.33 16.34 15.7 17.8 0.2 51.563 -355.254 55.5 0.3 -0.1 -0.7
BRD3 -5.6 -17.1 -0.8 11.96 11.96 11.96 -5.4 -17.2 -1.0 49.872 -99.961 375.5 -0.2 0.1 0.2
BRDO 15.9 21.1 -1.3 14.80 14.80 14.80 15.8 20.9 -1.4 42.775 -350.525 69.5 0.1 0.2 0.1
BRDW 55.0 17.9 -0.8 14.20 14.20 14.20 55.0 17.8 -0.5 -35.446 -210.215 679.5 0.0 0.1 -0.3
BRDY -7.6 -18.3 -0.3 12.57 12.57 7.47 -8.0 -18.2 -1.3 39.781 -119.009 1269.1 0.4 -0.1 1.0
BRE2 16.4 18.0 -0.7 21.91 11.15 11.12 16.4 18.1 0.1 46.840 -0.474 245.1 -0.0 -0.1 -0.8
BRE3 3.1 -16.2 1.9 11.41 11.41 11.41 3.2 -16.1 2.2 44.411 -76.282 106.0 -0.1 -0.1 -0.3
BREA 16.0 20.6 0.3 5.12 5.12 5.12 16.0 20.6 0.5 45.565 -349.767 225.0 -0.0 -0.0 -0.2
BREC 16.5 16.0 -0.7 16.86 20.13 16.85 16.5 16.1 -0.9 51.953 -3.382 242.3 0.0 -0.1 0.2
BREI 15.9 20.5 0.6 8.77 8.77 8.77 15.9 20.3 0.5 47.549 -349.449 1888.0 -0.0 0.2 0.1
BRES 16.7 16.9 -0.9 5.10 5.10 5.10 16.7 17.0 -0.5 48.421 -4.455 145.8 0.0 -0.1 -0.4
BRET 16.2 18.2 -0.9 12.26 20.24 13.56 16.0 18.4 -0.4 48.610 -357.685 140.3 0.2 -0.2 -0.5
BREU 16.3 20.7 0.8 6.61 6.61 6.54 16.2 20.6 0.6 45.565 -349.767 225.0 0.1 0.1 0.2
BREV 16.4 18.4 -0.9 5.11 5.11 5.11 16.4 18.3 -0.7 48.946 -358.473 183.3 0.0 0.1 -0.2
BREW -10.1 -12.9 -0.9 23.78 23.78 23.78 -10.0 -13.0 -0.7 48.132 -119.683 238.6 -0.1 0.1 -0.2
BRFT 12.2 -4.5 -0.1 7.59 19.94 19.94 12.6 -4.5 -0.6 -3.877 -38.426 21.7 -0.4 -0.0 0.5
BRG9 16.2 19.2 -1.4 7.10 7.10 7.10 16.3 19.1 -1.2 45.960 -358.244 463.7 -0.1 0.1 -0.2
BRGG 16.1 17.7 -0.1 7.55 21.37 21.37 16.1 17.7 -0.4 51.191 -356.800 69.4 0.0 -0.0 0.3
BRGN 17.0 18.7 -1.1 13.45 16.03 16.16 16.9 18.6 -0.9 41.807 -6.764 789.8 0.1 0.1 -0.2
BRI2 6.3 -27.1 -0.5 5.73 5.73 5.73 6.0 -26.8 0.3 37.919 -122.153 265.1 0.3 -0.3 -0.8
BRIB 5.3 -27.5 0.3 9.60 18.87 18.87 4.4 -27.6 1.3 37.919 -122.153 263.2 0.9 0.1 -1.0
